user,item,cnt,daytime,weekday,isweekend,homework,cost,weather,country,city
42,21,1,noon,thursday,workday,unknown,free,cloudy,Spain,369
65,202,5,morning,monday,workday,unknown,free,cloudy,Denmark,0
209,203,1,afternoon,friday,workday,unknown,free,sunny,United Arab Emirates,2
138,16,73,sunset,sunday,weekend,unknown,free,cloudy,Mexico,724
134,99,16,evening,wednesday,workday,unknown,free,sunny,United States,0
186,16,9,morning,friday,workday,unknown,free,cloudy,Spain,369
24,16,8,evening,thursday,workday,unknown,free,foggy,United States,0
235,204,1,afternoon,monday,workday,unknown,free,unknown,unknown,0
85,67,890,morning,saturday,weekend,unknown,free,sunny,United Kingdom,401
33,138,1,noon,monday,workday,unknown,free,foggy,Ecuador,356
101,16,2,morning,tuesday,workday,unknown,free,foggy,United States,1002
236,205,2,morning,monday,workday,unknown,free,unknown,unknown,0
20,18,20,noon,friday,workday,unknown,free,cloudy,Lithuania,0
97,9,26,sunset,saturday,weekend,unknown,free,stormy,Canada,0
186,33,15,morning,thursday,workday,unknown,free,sunny,Spain,369
184,16,26,noon,friday,workday,unknown,free,rainy,United States,1028
237,17,1,morning,friday,workday,unknown,free,foggy,United Kingdom,401
232,20,11,evening,saturday,weekend,unknown,free,cloudy,United States,1002
26,5,18,morning,thursday,workday,unknown,free,cloudy,Israel,0
238,206,103,morning,thursday,workday,unknown,free,unknown,unknown,0
44,5,103,afternoon,wednesday,workday,work,free,sunny,Spain,0
17,207,3,afternoon,monday,workday,unknown,free,cloudy,Canada,128
163,5,195,morning,saturday,weekend,unknown,free,cloudy,Spain,369
135,208,1,afternoon,thursday,workday,unknown,free,cloudy,Spain,369
1,1,56,night,wednesday,workday,unknown,free,sunny,Spain,369
25,209,1,evening,sunday,weekend,unknown,free,unknown,Poland,0
33,40,12,noon,wednesday,workday,unknown,free,sunny,Ecuador,356
230,5,105,noon,tuesday,workday,unknown,free,sunny,Ecuador,355
214,9,10,evening,wednesday,workday,unknown,free,cloudy,Spain,369
71,16,9,noon,sunday,weekend,home,free,rainy,United States,1022
239,16,32,morning,wednesday,workday,unknown,free,cloudy,Singapore,928
160,129,21,evening,tuesday,workday,unknown,free,unknown,unknown,0
240,210,17,morning,monday,workday,home,paid,cloudy,United States,1051
241,209,1,night,tuesday,workday,unknown,free,cloudy,Venezuela,1065
242,102,305,evening,wednesday,workday,unknown,free,cloudy,Australia,25
130,211,1,afternoon,tuesday,workday,unknown,free,cloudy,Spain,369
243,25,45,sunrise,saturday,weekend,home,free,sunny,United Kingdom,394
85,25,67,night,sunday,weekend,unknown,free,rainy,United Kingdom,401
98,21,26,evening,monday,workday,unknown,free,foggy,Peru,799
161,212,1,noon,thursday,workday,unknown,paid,cloudy,Spain,369
45,39,1,evening,monday,workday,unknown,free,sunny,Spain,378
222,21,92,sunset,friday,weekend,unknown,free,unknown,unknown,0
244,213,2,night,sunday,weekend,unknown,free,unknown,unknown,0
26,214,2,afternoon,thursday,workday,unknown,free,unknown,Israel,0
87,215,72,afternoon,saturday,weekend,unknown,free,cloudy,United States,1003
245,216,3,evening,tuesday,workday,unknown,free,sunny,United States,0
157,65,31,evening,thursday,workday,unknown,free,sunny,Japan,641
246,9,2,sunset,saturday,weekend,unknown,free,rainy,United Kingdom,401
247,217,4,noon,sunday,weekend,unknown,free,cloudy,United States,0
248,103,2,sunset,monday,workday,unknown,free,cloudy,Peru,799
249,40,1,night,thursday,workday,home,free,unknown,United Kingdom,0
93,187,1353,night,friday,workday,unknown,free,sunny,Netherlands,0
91,16,2,night,tuesday,workday,home,free,stormy,Colombia,0
71,16,11,evening,saturday,weekend,home,free,unknown,United States,1022
206,110,2,evening,sunday,weekend,unknown,free,cloudy,Netherlands,784
14,11,31,morning,monday,workday,unknown,free,cloudy,Greece,0
73,21,7,evening,friday,weekend,unknown,free,unknown,unknown,0
138,74,4,night,saturday,weekend,unknown,free,foggy,Mexico,724
41,218,1,evening,sunday,weekend,unknown,free,sunny,Mexico,0
75,219,60,evening,monday,workday,home,free,cloudy,Poland,842
250,5,18,sunset,wednesday,workday,unknown,free,unknown,unknown,0
251,220,1,evening,wednesday,workday,unknown,free,cloudy,Saudi Arabia,919
120,97,20,morning,monday,workday,unknown,free,rainy,United States,0
252,5,84,evening,friday,weekend,unknown,free,cloudy,Spain,0
110,40,1,noon,saturday,weekend,unknown,free,rainy,United States,0
253,221,1,night,friday,workday,unknown,free,sunny,Singapore,928
254,222,115,morning,friday,workday,unknown,free,sunny,United States,1004
97,11,152,sunrise,tuesday,workday,home,free,sunny,Canada,135
6,102,1,afternoon,thursday,workday,unknown,free,cloudy,Spain,369
16,223,8,afternoon,saturday,weekend,unknown,free,foggy,Canada,133
255,58,1,afternoon,thursday,workday,unknown,free,unknown,unknown,0
187,224,1,afternoon,thursday,workday,unknown,free,foggy,Peru,799
256,21,4,evening,sunday,weekend,unknown,free,unknown,unknown,0
39,225,11,night,thursday,workday,home,free,foggy,United States,1031
34,11,6,afternoon,wednesday,workday,unknown,free,rainy,United Kingdom,0
159,5,363,afternoon,monday,workday,unknown,free,foggy,Peru,799
26,5,5,afternoon,sunday,weekend,unknown,free,cloudy,Israel,0
2,45,2,afternoon,thursday,workday,home,free,cloudy,Spain,369
257,25,1,sunrise,wednesday,workday,unknown,free,stormy,United States,0
50,25,85,morning,saturday,weekend,unknown,free,cloudy,Peru,799
138,5,753,afternoon,monday,workday,unknown,free,foggy,Mexico,713
85,113,1,sunset,saturday,weekend,unknown,free,stormy,United Kingdom,401
258,226,1,evening,saturday,weekend,unknown,free,cloudy,Spain,369
3,21,18,afternoon,wednesday,workday,unknown,free,cloudy,United States,1028
85,195,1321,evening,monday,workday,unknown,free,cloudy,United Kingdom,401
259,227,1,evening,monday,workday,unknown,free,sunny,Egypt,360
260,33,3,morning,thursday,workday,unknown,free,cloudy,United States,999
150,228,58,sunrise,wednesday,workday,unknown,free,rainy,Canada,0
261,229,1,morning,tuesday,workday,unknown,free,cloudy,United States,1027
142,17,509,noon,saturday,weekend,home,free,sunny,Saudi Arabia,0
262,230,40,evening,sunday,weekend,unknown,free,cloudy,Mexico,712
40,231,18,evening,friday,weekend,home,free,cloudy,Spain,374
263,232,1,sunset,wednesday,workday,unknown,free,cloudy,United Kingdom,401
91,25,1,evening,saturday,weekend,home,free,unknown,Colombia,0
167,5,18,evening,wednesday,workday,unknown,free,foggy,Peru,799
77,14,2,evening,thursday,workday,unknown,free,sunny,United States,0
126,233,1,afternoon,saturday,weekend,unknown,free,cloudy,United States,0
264,16,2,morning,saturday,weekend,home,free,cloudy,Spain,0
265,21,2,afternoon,monday,workday,unknown,free,cloudy,Poland,0
266,234,12,sunset,thursday,workday,unknown,free,unknown,unknown,0
100,235,1,noon,monday,workday,unknown,free,cloudy,Russia,886
232,236,2,night,friday,workday,unknown,free,cloudy,United States,1002
77,55,14,night,monday,workday,home,free,foggy,United States,0
33,237,1,noon,monday,workday,unknown,free,sunny,Ecuador,356
267,78,1,noon,thursday,workday,unknown,free,sunny,United States,1005
85,238,2,evening,wednesday,workday,unknown,free,stormy,United Kingdom,401
268,239,1,night,wednesday,workday,home,free,cloudy,United Kingdom,402
269,21,4,afternoon,thursday,workday,unknown,free,sunny,Serbia,0
252,16,1,afternoon,sunday,weekend,unknown,free,rainy,Spain,0
49,240,2,afternoon,wednesday,workday,unknown,free,cloudy,Australia,0
270,17,6,sunset,friday,weekend,home,free,sunny,Spain,369
42,21,4,afternoon,sunday,weekend,unknown,free,unknown,Andorra,0
271,15,23,evening,wednesday,workday,unknown,paid,foggy,United States,0
70,25,1,afternoon,sunday,weekend,unknown,free,unknown,Spain,0
92,56,102,afternoon,thursday,workday,unknown,free,foggy,United States,0
87,25,72,noon,thursday,workday,unknown,free,cloudy,United States,1003
184,241,1,morning,friday,workday,home,free,rainy,United States,1028
93,242,1,night,thursday,workday,unknown,free,sunny,Netherlands,0
215,243,25,sunrise,friday,workday,unknown,paid,cloudy,United States,0
108,25,1,evening,tuesday,workday,unknown,free,cloudy,Germany,333
272,16,16,evening,monday,workday,unknown,free,cloudy,United States,0
273,25,175,sunrise,thursday,workday,unknown,free,foggy,United States,0
134,244,10,evening,monday,workday,home,free,rainy,United States,0
274,245,2,sunset,monday,workday,unknown,free,snowy,United Kingdom,401
90,102,1,evening,friday,weekend,unknown,free,sunny,United States,1003
244,195,1,evening,friday,weekend,unknown,free,unknown,unknown,0
275,26,1,evening,thursday,workday,home,free,unknown,United States,0
247,162,39,morning,saturday,weekend,unknown,free,sunny,United States,0
8,21,4,sunset,monday,workday,unknown,free,stormy,Canada,129
201,9,1,afternoon,sunday,weekend,unknown,free,cloudy,Spain,369
97,11,32,afternoon,sunday,weekend,unknown,free,foggy,Canada,135
255,58,14,noon,friday,workday,unknown,free,unknown,unknown,0
125,166,2,sunset,tuesday,workday,home,free,cloudy,United Kingdom,401
15,246,2,evening,sunday,weekend,unknown,free,unknown,Peru,799
78,247,234,afternoon,monday,workday,unknown,free,stormy,Costa Rica,321
276,248,6,morning,friday,workday,unknown,free,cloudy,Spain,0
72,25,1,evening,wednesday,workday,unknown,free,unknown,unknown,0
231,249,1,sunset,saturday,weekend,unknown,free,sunny,Egypt,360
116,250,35,night,wednesday,workday,unknown,free,unknown,unknown,0
77,251,2,morning,thursday,workday,work,free,rainy,United States,0
277,21,1,evening,monday,workday,home,free,sunny,Israel,454
273,252,4,afternoon,monday,workday,unknown,free,foggy,United States,0
50,21,41,night,monday,workday,unknown,free,cloudy,Peru,799
278,21,1,afternoon,sunday,weekend,unknown,free,cloudy,Spain,0
2,5,1,afternoon,friday,workday,home,free,cloudy,Spain,369
243,25,22,morning,saturday,weekend,unknown,free,sunny,United Kingdom,394
256,253,192,evening,tuesday,workday,unknown,free,cloudy,Spain,379
134,244,5,noon,friday,workday,unknown,free,foggy,United States,0
197,21,9,night,sunday,weekend,unknown,free,sunny,Lithuania,661
174,35,1,sunset,wednesday,workday,home,free,cloudy,Israel,454
271,15,3,afternoon,saturday,weekend,unknown,paid,sunny,United States,0
91,5,22,evening,friday,weekend,unknown,free,stormy,Colombia,0
62,5,260,morning,monday,workday,unknown,free,stormy,unknown,0
87,17,1,morning,thursday,workday,unknown,free,sunny,United States,1028
279,221,1,afternoon,monday,workday,unknown,free,cloudy,Spain,369
37,25,63,night,saturday,weekend,unknown,free,rainy,Canada,128
10,16,5,evening,wednesday,workday,unknown,free,sunny,Spain,373
87,254,387,sunset,friday,weekend,unknown,free,cloudy,United States,1003
280,255,4,evening,monday,workday,unknown,free,cloudy,United States,0
48,38,379,noon,friday,workday,work,paid,sunny,Spain,369
175,256,212,evening,tuesday,workday,unknown,paid,unknown,unknown,0
86,25,95,sunset,thursday,workday,unknown,free,cloudy,United Kingdom,401
158,155,63,evening,monday,workday,unknown,free,cloudy,Spain,0
223,25,2,night,saturday,weekend,unknown,free,cloudy,Mexico,712
281,5,16,afternoon,saturday,weekend,unknown,free,unknown,unknown,0
201,21,1,morning,friday,workday,unknown,free,cloudy,Spain,369
42,21,23,morning,monday,workday,unknown,free,sunny,Spain,0
282,5,8,afternoon,friday,workday,unknown,free,cloudy,India,535
283,257,1,afternoon,saturday,weekend,home,free,drizzle,United Kingdom,391
50,258,15,evening,monday,workday,unknown,free,foggy,Peru,799
55,92,163,noon,wednesday,workday,unknown,free,cloudy,United States,0
271,16,3,evening,tuesday,workday,unknown,free,sunny,United States,0
89,25,70,sunset,saturday,weekend,unknown,free,stormy,Canada,136
195,16,8,sunrise,friday,workday,unknown,free,rainy,Korea,649
284,3,27,evening,thursday,workday,unknown,free,cloudy,United Kingdom,401
159,259,1,afternoon,sunday,weekend,unknown,free,sunny,Peru,799
285,56,6,morning,tuesday,workday,unknown,free,sunny,United States,0
219,260,1,sunset,sunday,weekend,unknown,free,cloudy,United States,0
172,35,5,noon,wednesday,workday,home,free,cloudy,United Kingdom,401
32,21,55,evening,thursday,workday,home,free,sunny,Spain,373
286,261,4,afternoon,monday,workday,unknown,free,unknown,unknown,0
153,198,144,sunrise,wednesday,workday,unknown,free,cloudy,Mexico,694
14,21,641,evening,thursday,workday,unknown,free,sunny,Greece,410
32,21,25,sunrise,thursday,workday,home,free,sunny,Spain,373
126,262,27,night,wednesday,workday,unknown,free,cloudy,United States,0
114,21,9,morning,monday,workday,home,free,cloudy,United States,0
56,155,9,evening,monday,workday,unknown,free,sunny,Mexico,724
287,3,15,evening,thursday,workday,unknown,free,unknown,unknown,0
230,263,1,afternoon,monday,workday,unknown,free,sunny,Ecuador,355
117,264,1,afternoon,wednesday,workday,unknown,free,sunny,Chile,151
127,246,24,afternoon,thursday,workday,work,free,cloudy,Germany,0
154,74,197,evening,wednesday,workday,unknown,free,rainy,United Kingdom,392
64,40,29,sunrise,friday,workday,unknown,free,unknown,unknown,0
288,149,4,evening,saturday,weekend,unknown,free,unknown,unknown,0
188,35,14,sunrise,thursday,workday,home,free,sunny,United States,0
289,21,269,evening,wednesday,workday,unknown,free,rainy,United States,0
155,221,12,night,tuesday,workday,unknown,free,cloudy,Spain,369
42,21,1,noon,monday,workday,unknown,free,cloudy,Spain,369
215,265,152,morning,thursday,workday,unknown,free,sunny,United States,0
68,35,24,morning,tuesday,workday,unknown,free,sunny,Israel,0
222,21,8,evening,wednesday,workday,unknown,free,unknown,unknown,0
104,21,1,afternoon,sunday,weekend,unknown,free,cloudy,United States,1038
252,5,214,afternoon,saturday,weekend,unknown,free,cloudy,Spain,0
18,9,1,evening,friday,weekend,unknown,free,unknown,United States,1007
212,266,1,night,saturday,weekend,unknown,free,sunny,Russia,879
290,246,15,morning,monday,workday,unknown,free,rainy,United Kingdom,0
123,91,22,noon,saturday,weekend,home,free,sunny,United States,0
272,59,1,evening,saturday,weekend,unknown,free,cloudy,United States,1012
174,25,9,morning,saturday,weekend,home,free,cloudy,Israel,454
206,267,1,morning,sunday,weekend,unknown,free,cloudy,Netherlands,784
246,21,17,morning,monday,workday,unknown,free,cloudy,United Kingdom,401
89,168,49,evening,monday,workday,home,free,rainy,Canada,136
138,268,6,morning,friday,workday,unknown,free,foggy,Mexico,724
5,25,1,afternoon,saturday,weekend,home,free,cloudy,Spain,369
77,114,2,morning,tuesday,workday,work,free,stormy,United States,0
291,269,20,afternoon,saturday,weekend,unknown,free,sunny,United States,1010
292,16,24,afternoon,thursday,workday,unknown,free,unknown,unknown,0
177,16,10,morning,sunday,weekend,home,free,cloudy,United Kingdom,0
66,270,111,afternoon,saturday,weekend,unknown,free,sunny,United States,0
293,271,7,sunset,monday,workday,unknown,free,sunny,United States,1007
294,272,2,afternoon,tuesday,workday,home,free,rainy,United States,0
91,16,1,afternoon,tuesday,workday,unknown,free,drizzle,Colombia,0
91,273,4,evening,monday,workday,unknown,free,drizzle,Colombia,0
262,274,1,afternoon,wednesday,workday,unknown,free,unknown,unknown,0
1,5,14,evening,monday,workday,unknown,free,cloudy,Spain,369
33,275,1,noon,monday,workday,unknown,free,sunny,Ecuador,356
33,69,1,night,friday,workday,unknown,free,foggy,Ecuador,356
188,276,14,afternoon,thursday,workday,home,free,cloudy,United States,0
130,5,1,sunset,thursday,workday,unknown,free,unknown,Spain,369
295,277,1,evening,friday,weekend,unknown,free,rainy,United States,1039
296,58,7,noon,tuesday,workday,home,free,foggy,Canada,132
25,16,51,evening,sunday,weekend,unknown,free,cloudy,Poland,0
78,56,25,evening,thursday,workday,unknown,free,rainy,Costa Rica,321
273,278,14,afternoon,sunday,weekend,unknown,free,sunny,United States,0
297,25,4,afternoon,thursday,workday,unknown,free,sunny,United States,0
120,279,1,night,sunday,weekend,unknown,free,unknown,United States,0
71,280,1,night,thursday,workday,unknown,free,snowy,United States,1022
293,271,2,afternoon,saturday,weekend,unknown,free,sunny,United States,1007
93,192,16,noon,saturday,weekend,unknown,paid,sunny,Netherlands,0
298,21,1,noon,sunday,weekend,work,free,cloudy,United States,1052
175,281,104,evening,tuesday,workday,unknown,free,unknown,unknown,0
114,229,4,morning,saturday,weekend,unknown,free,sunny,United States,0
254,282,88,night,tuesday,workday,home,free,sunny,United States,1004
299,21,11,evening,monday,workday,unknown,free,sunny,United Kingdom,401
186,283,1,evening,wednesday,workday,unknown,free,cloudy,Spain,369
300,5,6,night,tuesday,workday,unknown,free,unknown,unknown,0
301,17,3,morning,friday,workday,home,free,cloudy,Singapore,928
302,94,4,evening,monday,workday,unknown,free,sunny,United States,1051
272,284,5,morning,friday,workday,unknown,free,unknown,United States,0
65,16,33,evening,friday,weekend,home,free,rainy,Denmark,0
87,25,10,morning,wednesday,workday,unknown,free,foggy,United States,1003
303,21,6,noon,monday,workday,unknown,free,cloudy,United Kingdom,392
74,25,1,sunset,saturday,weekend,work,free,cloudy,Canada,134
154,16,8,afternoon,tuesday,workday,unknown,free,rainy,United Kingdom,392
135,16,4,noon,friday,workday,unknown,free,unknown,Spain,369
291,285,1,night,tuesday,workday,unknown,free,sunny,United States,0
304,16,1,noon,monday,workday,unknown,free,unknown,unknown,0
206,17,144,noon,saturday,weekend,home,free,cloudy,Netherlands,784
302,286,986,evening,sunday,weekend,home,free,cloudy,United States,1051
102,25,34,night,thursday,workday,home,free,cloudy,Czech Rep.,327
176,287,206,afternoon,thursday,workday,unknown,free,unknown,unknown,0
305,288,3,afternoon,thursday,workday,unknown,free,rainy,United States,1051
17,10,36,noon,tuesday,workday,unknown,free,stormy,Canada,136
194,16,15,evening,saturday,weekend,unknown,free,cloudy,New Zealand,789
11,289,3,evening,monday,workday,unknown,free,unknown,unknown,0
133,21,13,night,saturday,weekend,home,free,sunny,United States,0
158,126,6,evening,tuesday,workday,unknown,free,cloudy,Spain,369
143,39,1,noon,tuesday,workday,unknown,free,unknown,Lithuania,661
7,290,6,morning,tuesday,workday,unknown,free,foggy,India,514
55,92,1,afternoon,friday,workday,unknown,free,unknown,United States,0
